Movie ID,Title,Year,Rated,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metacritic Rating,IMDb Rating,IMDb Votes,IMDb ID
Against All Odds-1984,Against All Odds,1984,R,128 min,"Action, Adventure, Crime, Drama, Romance, Thriller",Taylor Hackford,"Eric Hughes (screenplay by), Daniel Mainwaring","Rachel Ward, Jeff Bridges, James Woods, Alex Karras","A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",English,USA,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,42,5.9,"9,885",tt0086859
Airplane!-1980,Airplane!,1980,PG,88 min,Comedy,"Jim Abrahams, David Zucker, Jerry Zucker","Jim Abrahams (written for the screen by), David Zucker (written for the screen by), Jerry Zucker (written for the screen by)","Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty",A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,English,USA,Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.,78,7.7,"195,911",tt0080339
Aladdin-2019,Aladdin,2019,PG,128 min,"Adventure, Family, Fantasy, Musical, Romance",Guy Ritchie,"John August (screenplay by), Guy Ritchie (screenplay by)","Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Arabic, English",USA,6 wins & 22 nominations.,53,7.0,"168,266",tt6139732
Alfie-2004,Alfie,2004,R,103 min,"Comedy, Drama, Romance",Charles Shyer,"Bill Naughton (play), Bill Naughton (earlier screenplay), Elaine Pope (screenplay), Charles Shyer (screenplay)","Jude Law, Renée Taylor, Jane Krakowski, Jeff Harding",A cockney womanizer learns the hard way about the dangers of his actions.,English,"UK, USA",Won 1 Golden Globe. Another 6 wins & 7 nominations.,49,6.2,"48,924",tt0375173
Algiers-1938,Algiers,1938,Unrated,96 min,"Drama, Mystery, Romance",John Cromwell,"John Howard Lawson (screenplay), James M. Cain (additional dialogue), Henri La Barthe (from the novel ""Pepe Le Moko"" by)","Charles Boyer, Sigrid Gurie, Hedy Lamarr, Joseph Calleia",Beautiful Gaby meets a romantic jewel thief in the mysterious Casbah.,English,USA,Nominated for 4 Oscars. Another 1 win & 1 nomination.,N/A,6.8,"2,143",tt0029855
All Quiet on the Western Front-1979,All Quiet on the Western Front,1979,Not Rated,150 min,"Drama, War",Delbert Mann,"Paul Monash (screenplay), Erich Maria Remarque (novel)","Richard Thomas, Ernest Borgnine, Donald Pleasence, Ian Holm",A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,English,"UK, USA",Won 1 Golden Globe. Another 1 win & 6 nominations.,N/A,7.1,"7,232",tt0078753
Always-1989,Always,1989,PG,122 min,"Fantasy, Romance",Steven Spielberg,"Jerry Belson (screenplay), Dalton Trumbo (screenplay ""A Guy Named Joe""), Frederick Hazlitt Brennan (screenplay adaptation ""A Guy Named Joe""), Chandler Sprague (story ""A Guy Named Joe""), David Boehm (story ""A Guy Named Joe"")","Richard Dreyfuss, Holly Hunter, Brad Johnson, John Goodman",The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.,English,USA,3 nominations.,50,6.4,"26,541",tt0096794
The Amityville Horror-2005,The Amityville Horror,2005,R,90 min,Horror,Andrew Douglas,"Scott Kosar (screenplay), Jay Anson (novel), Sandor Stern (earlier screenplay), George Lutz (material), Kathy Lutz (material)","Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett",Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,English,USA,2 wins & 4 nominations.,33,6.0,"101,326",tt0384806
Anna Karenina-2012,Anna Karenina,2012,R,129 min,"Drama, Romance",Joe Wright,"Tom Stoppard (screenplay), Leo Tolstoy (novel)","Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",English,UK,Won 1 Oscar. Another 31 wins & 51 nominations.,63,6.6,"86,498",tt1781769
And God Created Woman-1988,And God Created Woman,1988,R,100 min,"Comedy, Drama, Romance",Roger Vadim,R.J. Stewart,"Rebecca De Mornay, Vincent Spano, Frank Langella, Donovan Leitch Jr.","In this variation on director Vadim's own, more acclaimed Et Dieu Créa La Femme (1956, the same title in French), the vamp Robin Shea marries charming carpenter Billy Moran, only to get out...",English,USA,1 nomination.,N/A,4.3,"1,634",tt0092559
And Soon the Darkness-2010,And Soon the Darkness,2010,R,91 min,"Drama, Horror, Mystery, Thriller",Marcos Efron,"Jennifer Derwingson (screenplay), Marcos Efron (screenplay), Brian Clemens, Terry Nation","Amber Heard, Odette Annable, Karl Urban, Adriana Barraza","When two American girls on a bike trip in a remote part of Argentina split up and one of them goes missing, the other must find her before her worst fears are realized.","English, Spanish","USA, Argentina, France",N/A,N/A,5.2,"15,731",tt1391034
Angels in the Outfield-1994,Angels in the Outfield,1994,PG,102 min,"Comedy, Family, Fantasy, Sport",William Dear,"Dorothy Kingsley, George Wells, Richard Conlin, Dorothy Kingsley (screenplay), George Wells (screenplay), Holly Goldberg Sloan (screenplay)","Danny Glover, Brenda Fricker, Tony Danza, Christopher Lloyd","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",English,USA,1 win & 4 nominations.,44,6.1,"27,170",tt0109127
Angel on My Shoulder-1980,Angel on My Shoulder,1980,N/A,100 min,Fantasy,John Berry,"Roland Kibbee (based on the screenplay by), George Kirgo, Harry Segall (based on the screenplay by)","Peter Strauss, Richard Kiley, Barbara Hershey, Janis Paige","Criminal dies and goes to hell, and is given one last chance to redeem himself by helping a respected judge.",English,USA,N/A,N/A,6.6,152,tt0080371
Annie-2014,Annie,2014,PG,118 min,"Comedy, Drama, Family, Musical",Will Gluck,"Will Gluck (screenplay), Aline Brosh McKenna (screenplay), Thomas Meehan (stage play book), Harold Gray (comic strip ""Little Orphan Annie"")","Jamie Foxx, Quvenzhané Wallis, Rose Byrne, Bobby Cannavale","A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",English,USA,Nominated for 2 Golden Globes. Another 3 wins & 13 nominations.,33,5.3,"32,085",tt1823664
Annavaram-2006,Annavaram,2006,N/A,175 min,"Action, Drama, Romance","Srinivasa Rao Bhimaneni, Gridhar(co-director), Sippy(co-director)","Srinivasa Rao Bhimaneni (screenplay), Perarasu (story), Abburi Ravi (dialogue)","Pawan Kalyan, Asin, Sandhya, Lal",This is the story of a brother who wanted to give his sister the best of everything.. a pure sentiment story on family.,Telugu,India,N/A,N/A,4.9,714,tt0493389
Anthropophagous 2000-1999,Anthropophagous 2000,1999,N/A,80 min,"Horror, Thriller",Andreas Schnaas,Karl-Heinz Geisendorf,"Achim Kohlhase, Andre Sobottka, Dirk Thies, Joe Neumann","A group of friends stumble onto the killing grounds of a cannibalistic loner who then mercilessly stalks down the party, one-by-one. When only a small group remains, they decide to take a ...",German,Germany,N/A,N/A,3.7,313,tt0202233
Applause-1973,Applause,1973,N/A,100 min,"Comedy, Musical","Ron Field, Bill Foster","Betty Comden, Adolph Green","Lauren Bacall, Larry Hagman, Penny Fuller, Sarah Marshall","An aspiring actress, whose sugar-coated appearance belies her ruthless drive, worms herself into the life of an aging star and schemes to replace her on the stage as the star of a new play.",English,USA,N/A,N/A,7.8,93,tt0157321
April Fool's Day-2008,April Fool's Day,2008,Unrated,91 min,Horror,"Mitchell Altieri, Phil Flores","Michael Wigart (teleplay), Danilo Bach (story), Danilo Bach (earlier screenplay), Mitchell Altieri (earlier screenplay), Phil Flores (earlier screenplay)","Taylor Cole, Josh Henderson, Scout Taylor-Compton, Joe Egender","A year after an April Fool's Day prank which resulted in the death of one of their set, a group of friends find themselves targeted by someone who is out for revenge.",English,USA,N/A,N/A,3.7,"3,582",tt1018817
Around the World in 80 Days-2004,Around the World in 80 Days,2004,PG,120 min,"Action, Adventure, Comedy, Family, Western",Frank Coraci,"Jules Verne (novel), David N. Titcher (screenplay), David Benullo (screenplay), David Andrew Goldstein (screenplay)","Jackie Chan, Steve Coogan, Cécile de France, Robert Fyfe","To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.","English, Cantonese, French, German, Hindi, Turkish","USA, Germany, Ireland, UK",2 wins & 2 nominations.,49,5.9,"80,322",tt0327437
The Arena-2001,The Arena,2001,R,92 min,"Adventure, Drama, Action",Timur Bekmambetov,John William Corrington,"Karen McDougal, Lisa Dergan, Olga Sutulova, Yuliya Chicherina","In an age of Gladiators, the power that was Rome held its empire together with the might of its armies, the sweat and tears of its conquests, and the cheers and bloodlust of its citizens - ...",English,"Russia, USA",1 nomination.,N/A,2.7,551,tt0284867
Arthur-2011,Arthur,2011,PG-13,110 min,"Comedy, Romance",Jason Winer,"Peter Baynham (screenplay), Steve Gordon (story)","Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner",A drunken playboy stands to lose a wealthy inheritance when he falls for a woman his family doesn't like.,English,USA,3 wins & 6 nominations.,36,5.7,"49,543",tt1334512
Assault on Precinct 13-2005,Assault on Precinct 13,2005,R,109 min,"Action, Crime, Drama, Thriller",Jean-François Richet,"John Carpenter (earlier film), James DeMonaco (screenplay)","Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.","English, Serbian","France, USA",1 win & 2 nominations.,54,6.3,"71,527",tt0398712
Attack of the 50 Ft. Woman-1993,Attack of the 50 Ft. Woman,1993,R,90 min,"Comedy, Sci-Fi",Christopher Guest,"Mark Hanna (earlier screenplay), Joseph Dougherty (teleplay)","Daryl Hannah, Daniel Baldwin, William Windom, Frances Fisher","When an abused heiress grows to giant size because of her encounter with aliens, she decides to get revenge on her cheating husband and those who annoyed her.",English,USA,1 nomination.,N/A,3.9,"2,735",tt0106317
Babes in Toyland-1997,Babes in Toyland,1997,G,74 min,"Animation, Comedy, Family, Fantasy","Toby Bluth, Charles Grosvenor, Paul Sabella","John Loy (screenplay), Glen MacDonough (operetta)","Charles Nelson Reilly, Lacey Chabert, Joseph Ashton, Raphael Sbarge",Everyone's favorite nursery rhyme characters come magically and musically to life in this animated adventure based on the classic holiday tale.,English,USA,2 nominations.,N/A,4.7,436,tt0168473
The Bachelor-1999,The Bachelor,1999,PG-13,101 min,"Comedy, Romance",Gary Sinyor,"Roi Cooper Megrue (play), Jean C. Havez, Clyde Bruckman, Joseph A. Mitchell, Steve Cohen (screenplay)","Chris O'Donnell, Renée Zellweger, Artie Lange, Edward Asner","A commitment-phobic man goes in search of a bride, including his fed-up girlfriend, to inherit his grandfather's $100 million inheritance.","English, Spanish",USA,1 win & 2 nominations.,31,5.0,"16,128",tt0120596
Back Street-1961,Back Street,1961,Passed,107 min,Drama,David Miller,"Fannie Hurst (novel), Eleanore Griffin (screenplay), William Ludwig (screenplay)","Susan Hayward, John Gavin, Vera Miles, Charles Drake","In Lincoln, the ambitious aspirant-designer Rae Smith has an incident with a wolf department store businessman and is rescued by the Marine Paul Saxon. They immediately fall in love with ...",English,USA,N/A,N/A,6.8,885,tt0054653
Bad News Bears-2005,Bad News Bears,2005,PG-13,113 min,"Comedy, Sport",Richard Linklater,"Bill Lancaster (screenplay), Glenn Ficarra (screenplay), John Requa (screenplay), Bill Lancaster","Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft",A grizzled little league coach tries to turn his team of misfits into champs.,"English, Spanish",USA,1 win & 4 nominations.,65,5.8,"19,605",tt0408524
The Ballad of Narayama-1983,The Ballad of Narayama,1983,Not Rated,130 min,Drama,Shôhei Imamura,"Shôhei Imamura (screenplay), Shichirô Fukazawa (novel)","Ken Ogata, Sumiko Sakamoto, Tonpei Hidari, Aki Takejô","In a poor 19th century rural Japanese village, everyone who reaches the age of 70 has to climb a nearby mountain to die. An old woman is getting close to the cut-off age, and we follow her last days with her family.",Japanese,Japan,9 wins & 8 nominations.,N/A,7.9,"6,520",tt0084390
The Bad Seed-2018,The Bad Seed,2018,TV-14,87 min,"Drama, Horror, Mystery",Rob Lowe,"Barbara Marshall (teleplay by), Maxwell Anderson (based upon the play ""The Bad Seed"" by), William March (based upon the novel by), John Lee Mahin (based upon the screenplay by)","Rob Lowe, Mckenna Grace, Sarah Dugdale, Marci T. House",A father is forced to question everything he thought he knew about his daughter when he believes she may have played a role in the tragic death of a classmate at her school.,English,USA,1 nomination.,N/A,6.0,"1,406",tt4823992
Bangkok Dangerous-2008,Bangkok Dangerous,2008,R,99 min,"Action, Crime, Thriller","Danny Pang, Oxide Chun Pang","Jason Richman (screenplay), Oxide Chun Pang, Danny Pang","Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.,"English, Thai","USA, Czech Republic, Thailand",1 nomination.,24,5.4,"53,546",tt0814022
Barb Wire-1996,Barb Wire,1996,R,98 min,"Action, Sci-Fi",David Hogan,"Chris Warner (characters in comic), Ilene Chaiken (story), Chuck Pfarrer (screenplay), Ilene Chaiken (screenplay)","Amir AboulEla, Adriana Alexander, David Andriole, Vanessa Lee Asher","During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.","English, French, German",USA,1 win & 7 nominations.,40,3.3,"23,890",tt0115624
The Battle of the Sexes-1928,The Battle of the Sexes,1928,PASSED,88 min,Comedy,D.W. Griffith,"Daniel Carson Goodman (from the story by), Gerrit J. Lloyd (adapted for the screen by)","Jean Hersholt, Phyllis Haver, Belle Bennett, Sally O'Neil","Gum-chewing frizzy-haired gold-digger Marie Skinner cooks up a scheme with her lover Babe Winsor, a jazz hound, to fleece a portly, middle-aged real estate tycoon, William Judson. Marie ...",English,USA,N/A,N/A,6.7,341,tt0018678
The Magnificent Seven-2016,The Magnificent Seven,2016,PG-13,132 min,"Action, Adventure, Western",Antoine Fuqua,"Akira Kurosawa (based on the screenplay by), Shinobu Hashimoto (based on the screenplay by), Hideo Oguni (based on the screenplay by), Nic Pizzolatto (screenplay), Richard Wenk (screenplay)","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,"English, North American Indian, Spanish",USA,5 wins & 12 nominations.,54,6.9,"173,387",tt2404435
The Beat That My Heart Skipped-2005,The Beat That My Heart Skipped,2005,Not Rated,108 min,"Crime, Drama, Music",Jacques Audiard,"Jacques Audiard (scenario), Tonino Benacquista (scenario), James Toback (earlier screenplay: d'après le film ""Fingers"" écrit et réalisé par)","Romain Duris, Niels Arestrup, Jonathan Zaccaï, Gilles Cohen","Will Thomas still lead a life of crime and cruelty, just like his thuggish father, or will he pursue his dream of becoming a pianist?","French, English, Russian, Vietnamese, Mandarin",France,Won 1 BAFTA Film Award. Another 20 wins & 13 nominations.,75,7.3,"18,010",tt0411270
The Last Remake of Beau Geste-1977,The Last Remake of Beau Geste,1977,PG,85 min,"Adventure, Comedy, War",Marty Feldman,"Marty Feldman (screenplay), Chris Allen (screenplay), Marty Feldman (story), Sam Bobrick (story), Percival Christopher Wren (characters)","Ann-Margret, Marty Feldman, Michael York, Peter Ustinov",An aging Sir Hector Geste takes a young greedy wife who's after his famed Blue Water sapphire but his sons hide the gem and join the French Foreign Legion in North Africa.,English,USA,N/A,N/A,6.1,"1,943",tt0076297
Beauty and the Beast-2017,Beauty and the Beast,2017,PG,129 min,"Family, Fantasy, Musical, Romance",Bill Condon,"Stephen Chbosky (screenplay by), Evan Spiliotopoulos (screenplay by), Linda Woolverton (based on the 1991 animated film ""Beauty and the Beast"" animation screenplay by)","Emma Watson, Dan Stevens, Luke Evans, Josh Gad","A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",English,USA,Nominated for 2 Oscars. Another 15 wins & 71 nominations.,65,7.2,"249,535",tt2771200
Bedazzled-2000,Bedazzled,2000,PG-13,93 min,"Comedy, Fantasy",Harold Ramis,"Peter Cook (based on the motion picture screenplay by), Peter Cook (based on the motion picture story by), Dudley Moore (based on the motion picture story by), Larry Gelbart (screenplay), Harold Ramis (screenplay), Peter Tolan (screenplay)","Brendan Fraser, Elizabeth Hurley, Frances O'Connor, Miriam Shor","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.","English, Spanish, Russian","USA, Germany",1 win & 3 nominations.,49,6.0,"92,407",tt0230030
The Beguiled-2017,The Beguiled,2017,R,93 min,"Drama, Thriller",Sofia Coppola,"Sofia Coppola (screenplay by), Thomas Cullinan (based on the novel by), Albert Maltz (and the screenplay by), Irene Kamp (and the screenplay by)","Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,"English, French",USA,4 wins & 24 nominations.,77,6.3,"45,944",tt5592248
Being Julia-2004,Being Julia,2004,R,104 min,"Comedy, Drama, Romance",István Szabó,"W. Somerset Maugham (novel), Ronald Harwood (screenplay)","Michael Gambon, Annette Bening, Leigh Lawson, Shaun Evans","Set in '30s London, the film involves stage actors and their experiences with love and revenge.",English,"Canada, USA, Hungary, UK",Nominated for 1 Oscar. Another 8 wins & 18 nominations.,65,7.0,"11,630",tt0340012
Ben-Hur-2016,Ben-Hur,2016,PG-13,123 min,"Action, Adventure, Drama, History",Timur Bekmambetov,"Lew Wallace (based on the novel by), Keith R. Clarke (screenplay), John Ridley (screenplay)","Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi","Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.","English, Persian, Greek, Arabic",USA,2 wins & 1 nomination.,38,5.7,"39,155",tt2638144
Between Us Girls-1942,Between Us Girls,1942,N/A,85 min,Comedy,Henry Koster,"True Boardman, Myles Connolly, Regis Gignoux (play), Hans Jacoby (adaptation), Hans Jacoby, Jacques Théry (play)","Diana Barrymore, Robert Cummings, Kay Francis, John Boles","Carrie, ambitious young actress and her manager Mike Kilinsky, travel east from Chicago to Long Island so Carrie can see the new mansion that her mother Chris has just purchased. Chris is ...",English,USA,N/A,N/A,6.8,47,tt0034509
Beyond a Reasonable Doubt-2009,Beyond a Reasonable Doubt,2009,PG-13,106 min,"Crime, Drama, Mystery, Thriller",Peter Hyams,"Peter Hyams (screenplay), Douglas Morrow","Jesse Metcalfe, Amber Tamblyn, Michael Douglas, Joel David Moore","Remake of the 1956 film noir film ""Beyond a Reasonable Doubt"" in which a writer's plan to expose a corrupt district attorney takes an unexpected turn.",English,"USA, Saudi Arabia",N/A,35,5.9,"11,868",tt1183251
The Big Show-1961,The Big Show,1961,APPROVED,113 min,Drama,James B. Clark,Ted Sherdeman,"Esther Williams, Cliff Robertson, Nehemiah Persoff, Robert Vaughn","The owner of a German traveling circus is power-mad and exploits everyone in his path, including his family.",English,USA,N/A,N/A,5.7,102,tt0054681
The Big Sleep-1978,The Big Sleep,1978,R,99 min,"Crime, Drama, Mystery, Thriller",Michael Winner,"Michael Winner (screenplay), Raymond Chandler (novel)","Robert Mitchum, Sarah Miles, Richard Boone, Candy Clark","Grizzled American private detective in England investigates a complicated case of blackmail turned murder involving a rich but honest elderly general, his two loose socialite daughters, a pornographer and a gangster.",English,"UK, USA",N/A,N/A,5.8,"3,806",tt0077234
The Birdcage-1996,The Birdcage,1996,R,117 min,Comedy,Mike Nichols,"Jean Poiret (play), Francis Veber (earlier screenplay), Édouard Molinaro (earlier screenplay), Marcello Danon (earlier screenplay), Jean Poiret (earlier screenplay), Elaine May (screenplay)","Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,English,USA,Nominated for 1 Oscar. Another 7 wins & 24 nominations.,72,7.1,"74,864",tt0115685
Billy Jack Goes to Washington-1977,Billy Jack Goes to Washington,1977,Not Rated,155 min,"Drama, Thriller",Tom Laughlin,"Tom Laughlin, Delores Taylor, Sidney Buchman (based on a screenplay by), Lewis R. Foster (story)","Tom Laughlin, Delores Taylor, E.G. Marshall, Teresa Kelly","After a Senator suddenly dies after completing (and sealing) an investigation into the nuclear power industry, the remaining Senator and the state Governor must decide on a person who will ...",English,USA,N/A,N/A,4.5,602,tt0075754
Black Caesar-1973,Black Caesar,1973,R,87 min,"Action, Crime, Drama, Thriller",Larry Cohen,Larry Cohen,"Fred Williamson, Gloria Hendry, Art Lund, D'Urville Martin","Raised in Harlem, Tommy Gibbs becomes a successful mob boss but he clashes with the rival Mafia and his old enemy, dirty cop McKinney.",English,USA,N/A,N/A,6.5,"2,796",tt0069792
Black Christmas-2019,Black Christmas,2019,PG-13,92 min,"Horror, Mystery, Thriller",Sophia Takal,"Sophia Takal, April Wolfe","Imogen Poots, Cary Elwes, Lily Donoghue, Brittany O'Grady",A group of female students are stalked by a stranger during their Christmas break. That is until the young sorority pledges discover that the killer is part of an underground college conspiracy.,English,"New Zealand, USA",N/A,N/A,N/A,N/A,tt10481868
Blame It on Rio-1984,Blame It on Rio,1984,R,100 min,"Comedy, Romance",Stanley Donen,"Charlie Peters (screenplay), Larry Gelbart (screenplay)","Michael Caine, Joseph Bologna, Valerie Harper, Michelle Johnson",Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.,"English, Portuguese",USA,1 nomination.,22,5.8,"9,417",tt0086973
The Blob-1988,The Blob,1988,R,95 min,"Horror, Sci-Fi, Thriller",Chuck Russell,"Theodore Simonson (earlier screenplay), Kay Linaker (earlier screenplay), Irvine H. Millgate (story), Chuck Russell (screenplay), Frank Darabont (screenplay)","Kevin Dillon, Shawnee Smith, Donovan Leitch Jr., Jeffrey DeMunn","A deadly entity from space crashes near a small town and starts to consume anyone in its path. Panic ensues, as shady government scientists try to contain the horrific creature.",English,USA,6 nominations.,N/A,6.5,"29,360",tt0094761
Blood Diner-1987,Blood Diner,1987,Unrated,88 min,"Comedy, Horror",Jackie Kong,Michael Sonye (screenplay),"Rick Burks, Carl Crew, Roger Dauer, LaNette La France","Two brothers are entrusted by their uncle to uphold the ritualistic cannibalism of the ancient cult of Sheetar. In order to do so, they have to prepare a feast of sacrifice for the resurrection of their goddess.",English,USA,N/A,N/A,5.3,"3,745",tt0092669
The Blue Angel-1959,The Blue Angel,1959,N/A,107 min,Drama,Edward Dmytryk,"Nigel Balchin, Robert Liebmann, Heinrich Mann (novel), Karl Vollmöller, Carl Zuckmayer","Curd Jürgens, May Britt, Theodore Bikel, John Banner","During the 1950s in a small German town, high school Professor Immanuel Rath falls in-love with a young cabaret entertainer, with dramatic consequences.",English,USA,N/A,N/A,6.3,253,tt0052638
The Blue Bird-1976,The Blue Bird,1976,G,99 min,"Adventure, Drama, Family, Fantasy, Mystery, Thriller",George Cukor,"Maurice Maeterlinck (play), Hugh Whitemore (screenplay), Alfred Hayes (screenplay), Aleksei Kapler","Elizabeth Taylor, Jane Fonda, Cicely Tyson, Ava Gardner","A pair of peasant children, Mytyl and her brother Tyltyl, are led on a magical quest for the fabulous Blue Bird of Happiness by the Fairy Berylune. On their journey, they are accompanied by...",English,"Soviet Union, USA",1 nomination.,N/A,5.5,888,tt0074225
Born Yesterday-1993,Born Yesterday,1993,PG,100 min,"Comedy, Romance",Luis Mandoki,"Garson Kanin (play), Douglas McGrath (screenplay)","Melanie Griffith, John Goodman, Don Johnson, Edward Herrmann","A businessman comes to Washington with his ex Vegas showgirl girlfriend, and after some embarrassments, he hires a reporter as tutor to smarten her up. She turns out to be smart, sucks up knowledge and questions things. Trouble?",English,USA,1 nomination.,N/A,5.2,"3,564",tt0106466
Boudu-2005,Boudu,2005,N/A,104 min,Comedy,Gérard Jugnot,"René Fauchois (play), Philippe Lopes-Curval","Gérard Depardieu, Gérard Jugnot, Catherine Frot, Constance Dollé","Light-hearted, social comedy about the house guest from Hell. A modern remake of Renoir's classic film about a vagabond saved from drowning.",French,France,1 nomination.,N/A,5.3,"1,140",tt0423877
The Bounty-1984,The Bounty,1984,PG,132 min,"Adventure, Drama, History, Romance",Roger Donaldson,"Richard Hough (book), Robert Bolt (screenplay)","Mel Gibson, Anthony Hopkins, Laurence Olivier, Edward Fox","Fed up with their Captain's harsh discipline, a sailing ship's crew decides to take action.",English,"UK, USA, New Zealand",2 nominations.,62,7.0,"22,609",tt0086993
The Brasher Doubloon-1947,The Brasher Doubloon,1947,Approved,72 min,"Crime, Drama, Film-Noir, Mystery",John Brahm,"Dorothy Bennett (screenplay), Leonard Praskins (adaptation), Raymond Chandler (novel)","George Montgomery, Nancy Guild, Conrad Janis, Roy Roberts",Detective Philip Marlowe encounters a variety of characters while checking on why Leslie Murdock stole a rare doubloon from his mother.,English,USA,N/A,N/A,6.6,789,tt0039217
Breathless-1983,Breathless,1983,R,100 min,"Action, Drama, Romance, Thriller",Jim McBride,"François Truffaut (story ""A Bout De Souffle""), Jean-Luc Godard (screenplay ""A Bout De Souffle""), L.M. Kit Carson (screenplay), Jim McBride (screenplay)","Richard Gere, Valérie Kaprisky, Art Metrano, John P. Ryan","When Jesse Lujack steals a car in Las Vegas and drives down to LA, his criminal ways only escalate- but when will it end?","English, Italian",USA,N/A,52,5.9,"7,888",tt0085276
Brewster's Millions-1985,Brewster's Millions,1985,PG,102 min,Comedy,Walter Hill,"George Barr McCutcheon (based on the novel by), Herschel Weingrod (screenplay), Timothy Harris (screenplay)","Richard Pryor, John Candy, Lonette McKee, Stephen Collins","A minor league baseball player has to spend thirty million dollars in thirty days, in order to inherit three hundred million dollars. However, he's not allowed to tell anyone about the deal.",English,USA,N/A,37,6.5,"33,478",tt0088850
Bride Wars-2015,Bride Wars,2015,N/A,90 min,Comedy,Tony Chan,"Tony Chan (screenwriter), Greg DePaul (based upon the screenplay by), Wei Gu, June Diane Raphael (based upon the screenplay by), Casey Wilson (based upon the screenplay by)","Angelababy, Xiao Chen, Haitao Du, Shaofeng Feng",A pair of brides-to-be put their friendship to the test when they battle it out for the perfect wedding scheduled on the same day.,"Chinese, Mandarin, Shanghainese, English","China, USA",N/A,N/A,4.4,156,tt3833460
Brian's Song-2001,Brian's Song,2001,Not Rated,88 min,"Drama, Sport",John Gray,"Gale Sayers (book), Al Silverman (book), William Blinn (story), John Gray (teleplay), Allen Clare (teleplay)","Sean Maher, Mekhi Phifer, Paula Cale, Elise Neal","The story of professional football players Gale Sayes and Brian Piccolo, and how their friendship on and off the field was affected when Piccolo contracted a fatal disease.",English,USA,N/A,N/A,6.8,"1,347",tt0289873
Broken Blossoms-1936,Broken Blossoms,1936,N/A,84 min,Drama,John Brahm,"Thomas Burke (novel), Emlyn Williams","Arthur Margetson, C.V. France, Basil Radford, Edith Sharpe","A Chinese missionary comes to England. He helps a young girl ill-treated by her father. A remake of D. W. Griffith's ""Masterpiece"".",English,UK,N/A,N/A,5.3,59,tt0027400
Brothers-2009,Brothers,2009,R,105 min,"Action, Drama, Thriller, War",Jim Sheridan,"David Benioff (screenplay), Susanne Bier (motion picture ""Brødre""), Anders Thomas Jensen (motion picture ""Brødre"")","Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard",A young man comforts his older brother's wife and children after he goes missing in Afghanistan.,English,USA,Nominated for 2 Golden Globes. Another 4 wins & 14 nominations.,58,7.1,"105,435",tt0765010
